Code,ForecastDate,ForecastType,ForecastStart,ForecastEnd,PrecipitationProbability,WeatherConditions,PrecipitationType,ExpectedPrecipitationAmount,MinimumTemperature,MaximumTemperature,WindDirection,WindSpeed,PrecipitationAmountDay,Notes,global_id
764562,01.01.2023,трехчасовой прогноз,01.01.2023,01.01.2023,,,снег,,3,5,,,,"Днем временами дождь 2-4 мм, температура 3…5 градусов, ветер юго-западный 7-12 м/сек. Ночью временами осадки 2-4 мм, температура 0…+2 градуса, ветер западный 5-10 м/сек, местами порывы 12-15 м/сек.",2452541736
764758,02.01.2023,трехчасовой прогноз,02.01.2023,02.01.2023,,,снег,,-2,1,,,,"Днем без существенных осадков 0-0,2 мм, местами гололедица, температура -1…+1 градус, понижение к вечеру до -2 градусов, ветер западный 7-12 м/сек. Во второй половине ночи временами снег 1-3 мм, прирост снега 1-3 см, температура -4…-2 градуса, ветер южный 5-10 м/сек.",2452541763
764953,03.01.2023,трехчасовой прогноз,03.01.2023,03.01.2023,,,снег,,1,3,,,,"Днем временами осадки (снег, дождь) 4-7 мм, прирост снега 2-4 см, утром возможен гололед, температура 1…3 градуса, ветер западный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью временами снег 1-2 мм, прирост снега 1-2 см, температура -4…-2 градуса, ветер западный, северо-западный 5-10 м/сек, местами порывы 12-14 м/сек.",2452545156
765149,04.01.2023,трехчасовой прогноз,04.01.2023,04.01.2023,,,снег,,-4,-2,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -4…-2 градуса, ветер северо-западный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -7…-5 градусов, ветер северо-западный 3-8 м/сек.",2452548849
765345,05.01.2023,трехчасовой прогноз,05.01.2023,05.01.2023,,,снег,,-7,-5,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -7…-5 градусов, ветер северо-восточный 3-8 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -19…-17 градусов, ветер северо-восточный 3-8 м/сек.",2452936665
765519,06.01.2023,трехчасовой прогноз,06.01.2023,06.01.2023,,,снег,,-19,-17,,,,"Днем без существенных осадков 0-0,2 мм, температура -19…-17 градусов, ветер северо-восточный 3-8 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -25…-23 градуса, ветер северный 3-8 м/сек.",2452938418
765715,07.01.2023,трехчасовой прогноз,07.01.2023,07.01.2023,,,снег,,-21,-19,,,,"Днем без существенных осадков 0-0,2 мм, температура -21…-19 градусов, ветер северо-западный 3-8 м/сек. Ночью без осадков, температура -24…-22 градуса, ветер северо-западный 2-7 м/сек.",2467940643
765900,08.01.2023,трехчасовой прогноз,08.01.2023,08.01.2023,,,снег,,-17,-15,,,,"Днем без существенных осадков 0-0,2 мм, температура -17…-15 градусов, ветер западный 2-7 м/сек. Ночью без осадков, температура -22…-20 градусов, ветер слабый менее 5 м/сек.",2468905118
766085,09.01.2023,трехчасовой прогноз,09.01.2023,09.01.2023,,,снег,,-16,-14,,,,"Днем без осадков, температура -16…-14 градусов, ветер юго-восточный 3-8 м/сек. Ночью без осадков, температура -18…-16 градусов, ветер юго-восточный 5-10 м/сек.",2478912252
766280,10.01.2023,трехчасовой прогноз,10.01.2023,10.01.2023,,,снег,,-12,-10,,,,"Днем без существенных осадков 0-0,2 мм, температура -12…-10 градусов, ветер юго-восточный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -14…-12 градусов, ветер южный 5-10 м/сек.",2493429008
766476,11.01.2023,трехчасовой прогноз,11.01.2023,11.01.2023,,,снег,,-9,-7,,,,"Во второй половине дня небольшой снег 0,5-2 мм, прирост снега 1-2 см, температура -9…-7 градусов, ветер южный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снег 0-1 см, температура -11…-9 градусов, ветер южный 5-10 м/сек.",2493457167
766671,12.01.2023,трехчасовой прогноз,12.01.2023,12.01.2023,,,снег,,-8,-6,,,,"Днем без существенных осадков 0-0,2 мм, температура -8…-6 градусов, ветер южный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -8…-6 градусов, ветер южный 5-10 м/сек.",2505979838
766867,13.01.2023,трехчасовой прогноз,13.01.2023,13.01.2023,,,снег,,-5,-3,,,,"Днем без существенных осадков 0-0,2 мм, температура -5…-3 градуса, ветер южный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -6…-4 градуса, ветер южный 5-10 м/сек.",2507489883
767063,14.01.2023,трехчасовой прогноз,14.01.2023,14.01.2023,,,снег,,-3,-1,,,,"Днем без существенных осадков 0-0,2 мм, температура -3…-1 градус, ветер южный 5-10 м/сек. Ночью небольшой снег 0-1 мм, прирост снега 0-1 см, температура -3…-1 градус, ветер южный 5-10 м/сек.",2507519560
767249,15.01.2023,трехчасовой прогноз,15.01.2023,15.01.2023,,,снег,,-3,-1,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -3…-1 градус, ветер южный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -4…-2 градуса, ветер южный 7-12 м/сек.",2507522298
767445,16.01.2023,трехчасовой прогноз,16.01.2023,16.01.2023,,,снег,,-2,0,,,,"Днем местами слабый снег снег 0-0,5 мм, температура -2…0 градусов, ветер южный 7-12 м/сек. Ночью временами снег 0,5-2 мм, прирост снега 1-2 см, температура -3…-1 градус, ветер южный 7-12 м/сек.",2507558431
767641,17.01.2023,трехчасовой прогноз,17.01.2023,17.01.2023,,,снег,,-1,1,,,,"Днем местами небольшой снег, мокрый снег 0-1 мм, прирост снега 0-1 см, температура -1…+1 градус, ветер южный 7-12 м/сек. Ночью временами снег, мокрый снег 1-2 мм, прирост снега 1-2 см, возможен гололед, температура -2…0 градусов, ветер юго-восточный 7-12 м/сек.",2507585328
768021,19.01.2023,трехчасовой прогноз,19.01.2023,19.01.2023,,,снег,,1,3,,,,"Днем временами осадки преимущественно в виде дождя 1-3 мм, температура 1…3 градуса, ветер юго-восточный 5-10 м/сек, местами порывы 12-15 м/сек. Ночью временами осадки преимущественно в виде дождя 1-3 мм, температура 0…+2 градуса, ветер южный 5-10 м/сек.",2507689957
767826,18.01.2023,трехчасовой прогноз,18.01.2023,18.01.2023,,,снег,,0,2,,,,"Днем местами небольшие осадки 0-1 мм, температура 0…+2 градуса, ветер юго-восточный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью временами осадки преимущественно в виде дождя 3-5 мм, температура 0…+2 градуса, ветер юго-восточный 7-12 м/сек, местами порывы 13-18 м/сек.",2507689958
768206,20.01.2023,трехчасовой прогноз,20.01.2023,20.01.2023,,,снег,,1,3,,,,"Днем без существенных осадков 0-0,2 мм, температура 1…3 градуса, ветер южный 7-12 м/сек. Ночью без существенных осадков 0-0,2 мм, на дорогах гололедица, температура -1…+1 градус, ветер юго-восточный 5-10 м/сек.",2508492755
768403,21.01.2023,трехчасовой прогноз,21.01.2023,21.01.2023,,,снег,,-1,1,,,,"Днем без осадков, на дорогах гололедица, температура -1…+1 градус, понижение к вечеру до -3 градусов, ветер юго-восточный 5-10 м/сек. Ночью без осадков, на дорогах гололедица, температура -6…-4 градуса, ветер юго-восточный 3-8 м/сек.",2511296603
768599,22.01.2023,трехчасовой прогноз,22.01.2023,22.01.2023,,,снег,,-3,-1,,,,"Днем без осадков, температура -3…-1 градус, ветер юго-восточный 3-8 м/сек. Ночью без осадков, температура -7…-5 градусов, ветер юго-восточный 2-7 м/сек.",2524953397
768794,23.01.2023,трехчасовой прогноз,23.01.2023,23.01.2023,,,снег,,-4,-2,,,,"Днем без осадков, температура -4…-2 градуса, ветер юго-восточный 2-7 м/сек. Ночью без осадков, температура -10…-8 градусов, ветер юго-западный 3-8 м/сек",2527797870
768990,24.01.2023,трехчасовой прогноз,24.01.2023,24.01.2023,,,снег,,-2,0,,,,"Днем без существенных осадков 0-0,2 мм, температура -2…0 градусов, ветер юго-западный 3-8 м/сек. Ночью без осадков, температура -6…-4 градуса, ветер юго-западный 5-10 м/сек.",2527805958
769186,25.01.2023,трехчасовой прогноз,25.01.2023,25.01.2023,,,снег,,-3,-1,,,,"Днем без существенных осадков 0-0,2 мм, температура -3…-1 градус, ветер юго-западный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -3…-1 градус, ветер юго-западный 3-8 м/сек.",2527853021
769382,26.01.2023,трехчасовой прогноз,26.01.2023,26.01.2023,,,снег,,-2,0,,,,"Днем местами небольшой снег, мокрый снег 0-1 мм, прирост снега 0-1 см, температура -2…0 градусов, ветер юго-западный 3-8 м/сек. Ночью временами небольшой снег 0,5-1 мм, прирост снега 0-1 см, температура -3…-1 градуса, ветер юго-западный 5-10 м/сек.",2527992927
769578,27.01.2023,трехчасовой прогноз,27.01.2023,27.01.2023,,,снег,,-3,-1,,,,"Днем временами небольшой снег 0,5-2 мм, прирост снега 1-2 см, температура -3…-1 градус, ветер юго-западный 3-8 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -5…-3 градуса, ветер переменный 2-5 м/сек.",2528460569
769763,28.01.2023,трехчасовой прогноз,28.01.2023,28.01.2023,,,снег,,-4,-2,,,,"Днем местами слабый снег 0-0,5 мм, температура -4…-2 градуса, ветер переменный 2-5 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -7…-5 градусов, ветер юго-западный 3-8 м/сек.",2530078027
769959,29.01.2023,трехчасовой прогноз,29.01.2023,29.01.2023,,,снег,,-4,-2,,,,"Днем местами слабый снег 0-0,5 мм, температура -4…-2 градуса, ветер юго- западный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -5…-3 градуса, ветер юго-западный 5-10 м/сек.",2531097698
770155,30.01.2023,трехчасовой прогноз,30.01.2023,30.01.2023,,,снег,,-2,0,,,,"Днем временами небольшой снег, мокрый снег местами метель, 0,5-2 мм, прирост снега 1-2 см, температура -2…0 градусов, ветер юго- западный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью временами небольшой снег, мокрый снег местами метель, 0,5-2 мм, прирост снега 1-2 см, температура -4…-2 градуса, ветер юго-западный 5-10 м/сек, местами порывы 12-14 м/сек.",2533212630
770180,31.01.2023,трехчасовой прогноз,31.01.2023,31.01.2023,,,снег,,-2,0,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -2…0 градусов, ветер юго-западный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -3…-1 градус, ветер юго-западный 3-8 м/сек.",2533212626
770352,01.02.2023,трехчасовой прогноз,01.02.2023,01.02.2023,,,снег,,-2,0,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -2…0 градусов, ветер юго-западный 3-8 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -3…-1 градус, ветер южный 3-8 м/сек.",2533863056
770526,02.02.2023,трехчасовой прогноз,02.02.2023,02.02.2023,,,без осадков,,-2,0,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -2…0 градусов, ветер южный 5-10 м/сек. Ночью временами небольшой снег 0,5-1 мм, прирост снега 0-1 см, температура -3…-1 градус, ветер юго-восточный 5-10 м/сек.",2534186800
770722,03.02.2023,трехчасовой прогноз,03.02.2023,03.02.2023,,,снег,,-2,1,,,,"Днем временами небольшой снег 0,5-2 мм, прирост снега 1-2 см, температура -2…0 градусов, местами до + 1 градуса, ветер южный 5-10 м/сек. Ночью временами небольшой снег 0,5-1 мм, прирост снега 0-1 см, температура -4…-2 градуса, ветер слабый менее 5 м/сек.",2535186366
770906,04.02.2023,трехчасовой прогноз,04.02.2023,04.02.2023,,,снег,,-3,-1,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -3…-1 градус, ветер северо-западный 3-8 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -5…-3 градуса, ветер северный 5-10 м/сек.",2535235635
771102,05.02.2023,трехчасовой прогноз,05.02.2023,05.02.2023,,,снег,,-3,-1,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -3…-1 градус, ветер северный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -8…-6 градусов, ветер северный 3-8 м/сек.",2535273300
771298,06.02.2023,трехчасовой прогноз,06.02.2023,06.02.2023,,,снег,,-5,-3,,,,"Днем без существенных осадков 0-0,2 мм, температура -5…-3 градуса, ветер северо-западный 2-7 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -10…-8 градусов, ветер северо-западный 3-8 м/сек.",2535365827
771494,07.02.2023,трехчасовой прогноз,07.02.2023,07.02.2023,,,снег,,-5,-3,,,,"Днем без осадков, температура -5…-3 градуса, ветер слабый менее 5 м/сек. Ночью без осадков, температура -11…-9 градусов, ветер юго-западный, западный 3-8 м/сек.",2535365824
771690,08.02.2023,трехчасовой прогноз,08.02.2023,08.02.2023,,,снег,,-5,-3,,,,"Днем без существенных осадков 0-0,2 мм, температура -5…-3 градуса, ветер западный 3-8 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -5…-3 градуса, ветер западный 5-10 м/сек.",2535678033
771874,09.02.2023,трехчасовой прогноз,09.02.2023,09.02.2023,,,снег,,-2,0,,,,"Днем местами слабый снег 0-0,5 мм, температура -2…0 градусов, ветер западный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -5…-3 градуса, ветер западный 5-10 м/сек.",2535678032
772059,10.02.2023,трехчасовой прогноз,10.02.2023,10.02.2023,,,снег,,-3,-1,,,,"Днем без существенных осадков 0-0,2 мм, температура -3…-1 градус, ветер западный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -5…-3 градуса, ветер юго-западный 5-10 м/сек.",2535678031
772254,11.02.2023,трехчасовой прогноз,11.02.2023,11.02.2023,,,снег,,-3,-1,,,,"Во второй половине дня временами снег 1-2 мм, прирост снега 1-2 см, температура -3…-1 градус, ветер юго-западный 5-10 м/сек, местами порывы 12-15 м/сек. Ночью временами снег 3-5 мм, прирост снега 3-5 см, местами метель, на дорогах снежный накат, температура -5…-3 градуса, ветер северо-западный 5-10 м/сек, местами порывы 13-18 м/сек.",2535747551
772449,12.02.2023,трехчасовой прогноз,12.02.2023,12.02.2023,,,снег,,-4,-2,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -4…-2 градуса, ветер северо-западный 5-10 м/сек, местами порывы 13-18 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -7…-5 градусов, ветер западный 5-10 м/сек.",2535880038
772645,13.02.2023,трехчасовой прогноз,13.02.2023,13.02.2023,,,снег,,-1,1,,,,"Днем временами небольшие осадки 0,5-2 мм, прирост снега 0-1 см, условия для схода снежных масс с крыш зданий, температура -1…+1 градус, ветер западный 5-10 м/сек. Ночью временами осадки, преимущественно в виде снега 1-3 мм, прирост снега 1-2 см, температура -1…+1 градус, ветер северо-западный 5-10 м/сек, порывы 12-14 м/сек.",2536103881
772830,14.02.2023,трехчасовой прогноз,14.02.2023,14.02.2023,,,снег,,-1,1,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, местами гололедица, температура -1…+1 градус, ветер северо-западный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -4…-2 градуса, ветер северный 5-10 м/сек.",2536198912
773015,15.02.2023,трехчасовой прогноз,15.02.2023,15.02.2023,,,снег,,-4,-2,,,,"Днем местами слабый снег 0-0,5 мм, температура -4…-2 градуса, ветер северный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -9…-7 градусов, ветер северный 3-8 м/сек.",2536224953
773211,16.02.2023,трехчасовой прогноз,16.02.2023,16.02.2023,,,снег,,-5,-3,,,,"Днем местами слабый снег 0-0,5 мм, температура -5…-3 градуса, ветер северный 3-8 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -11…-9 градусов, ветер переменный 2-5 м/сек.",2536342228
773396,17.02.2023,трехчасовой прогноз,17.02.2023,17.02.2023,,,снег,,-6,-4,,,,"Днем без существенных осадков 0-0,2 мм, температура -6…-4 градуса, ветер переменный 2-5 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -10…-8 градусов, ветер юго-восточный 3-8 м/сек.",2536425781
773591,18.02.2023,трехчасовой прогноз,18.02.2023,18.02.2023,,,снег,,-5,-3,,,,"Днем временами снег, метель 1-3 мм, прирост снега 1-3 см, температура -5…-3 градуса, ветер юго-восточный 7-12 м/сек, местами порывы 15-17 м/сек. Ночью временами снег 2-3 мм, прирост снега 2-3 см, снежный накат, температура -7…-5 градусов, ветер юго-восточный 5-10 м/сек, местами порывы 12-15 м/сек.",2537176721
773776,19.02.2023,трехчасовой прогноз,19.02.2023,19.02.2023,,,снег,,-5,-3,,,,"Днем временами снег 2-3 мм, прирост снега 2-3 см, снежный накат, температура -5…-3 градуса, ветер юго-восточный 5-10 м/сек. Ночью временами снег 1-2 мм, прирост снега 1-2 см, температура -7…-5 градусов, ветер северо-восточный 4-9 м/сек.",2537279462
773973,20.02.2023,трехчасовой прогноз,20.02.2023,20.02.2023,,,снег,,-5,-3,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -5…-3 градуса, ветер северо-восточный 4-9 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -12…-10 градусов, ветер северо-западный 4-9 м/сек.",2537309396
774157,21.02.2023,трехчасовой прогноз,21.02.2023,21.02.2023,,,снег,,-10,-8,,,,"Днем местами слабый снег 0-0,5 мм, температура -10…-8 градусов, ветер северо-восточный 4-9 м/сек. Ночью местами слабый снег 0-0,5 мм, температура -16…-14 градусов, ветер северо-западный 3-8 м/сек.",2537440164
774353,22.02.2023,трехчасовой прогноз,22.02.2023,22.02.2023,,,снег,,-12,-10,,,,"Днем местами слабый снег 0-0,5 мм, температура -12…-10 градусов, ветер северо-западный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -18…-16 градусов, ветер северо-западный 5-10 м/сек.",2537614283
774549,23.02.2023,трехчасовой прогноз,23.02.2023,23.02.2023,,,снег,,-10,-8,,,,"Днем без существенных осадков 0-0,2 мм, температура -10…-8 градусов, ветер северо-западный 5-10 м/сек. Ночью без осадков, температура -14…-12 градусов, ветер западный 3-8 м/сек.",2537696334
774745,24.02.2023,трехчасовой прогноз,24.02.2023,24.02.2023,,,снег,,-5,-3,,,,"Днем временами снег 1-3 мм, прирост снега 1-3 см, температура -5…-3 градуса, ветер юго-западный 5-10 м/сек. Ночью небольшой снег 1-2 мм, прирост снега 1-2 см, температура -5…-3 градуса, ветер юго-западный 5-10 м/сек.",2537801917
774941,25.02.2023,трехчасовой прогноз,25.02.2023,25.02.2023,,,снег,,0,2,,,,"Днем небольшие осадки 1-3 мм, прирост снега 0-1 см, температура 0…+2 градуса, ветер юго-западный 5-10 м/сек. Ночью временами осадки 8-13 мм, прирост снега 3-6 см, температура 0…+2 градуса, ветер южный 5-10 м/сек, местами порывы 12-14 м/сек.",2537920231
775136,26.02.2023,трехчасовой прогноз,26.02.2023,26.02.2023,,,снег,,0,2,,,,"Днем временами осадки преимущественно в виде снега 1-3 мм, прирост снега 1-2 см, в конце дня гололедица, температура 0…+2 градуса, понижение к концу дня до -1 градуса, ветер юго-западный 5-10 м/сек, местами порывы 12-17 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, местами гололедица, температура -5…-3 градуса, ветер юго-западный 5-10 м/сек.",2547667081
775332,27.02.2023,трехчасовой прогноз,27.02.2023,27.02.2023,,,снег,,-4,-2,,,,"Днем местами слабый снег 0-0,5 мм, температура -4…-2 0С, ветер западный, северо-западный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм, температура -9…-7 градусов, ветер западный 5-10 м/сек.",2556683089
775516,28.02.2023,трехчасовой прогноз,28.02.2023,28.02.2023,,,снег,,-2,0,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -2…0 градусов, ветер западный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -7…-5 градусов, ветер северо-западный 5-10 м/сек.",2563526522
775712,01.03.2023,трехчасовой прогноз,01.03.2023,01.03.2023,,,снег,,-4,-2,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -4…-2 градуса, ветер северо-западный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью местами слабый снег 0-0,5 мм, температура -6…-4 градуса, ветер северо-западный 5-10 м/сек.",2566147915
775896,02.03.2023,трехчасовой прогноз,02.03.2023,02.03.2023,,,снег,,-2,0,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -2…-0 градусов, ветер западный 5-10 м/сек, местами порывы 12-14 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -3…-1 градус, ветер западный 5-10 м/сек.",2566660989
776026,03.03.2023,трехчасовой прогноз,03.03.2023,03.03.2023,,,снег,,-2,1,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -2…-0 градусов, местами до +1 градуса, ветер западный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -4…-2 градуса, ветер западный 3-8 м/сек.",2566712891
776222,04.03.2023,трехчасовой прогноз,04.03.2023,04.03.2023,,,снег,,-2,0,,,,"Днем временами снег 2-4 мм, прирост снега 2-4 см, температура -2…0 градусов, ветер юго-западный 3-8 м/сек. Ночью временами снег 1-2 мм, прирост снега 1-2 см, температура -3…-1 градус, ветер западный 5-10 м/сек.",2566745714
776418,05.03.2023,трехчасовой прогноз,05.03.2023,05.03.2023,,,снег,,-2,0,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -2…-0 градусов, ветер северо-западный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -6…-4 градуса, ветер юго-западный 5-10 м/сек.",2566777140
776613,06.03.2023,трехчасовой прогноз,06.03.2023,06.03.2023,,,снег,,-3,-1,,,,"Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -3…-1 градус, ветер юго-западный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -8…-6 градусов, ветер юго-западный 5-10 м/сек.",2571507111
776809,07.03.2023,трехчасовой прогноз,07.03.2023,07.03.2023,,,снег,,-2,0,,,,"Днем временами снег 1-2 мм, прирост снега 1-2 см, температура -2…0 градусов, ветер юго-западный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -8…-6 градусов, ветер юго-западный 5-10 м/сек.",2575787464
777005,08.03.2023,трехчасовой прогноз,08.03.2023,08.03.2023,,,снег,,-1,1,,,,"Во второй половине дня временами снег, мокрый снег 1-3 мм, прирост снега 1-3 см, температура -1…+1 градус, ветер южный 5-10 м/сек, местами порывы 12-15 м/сек. Ночью временами снег 1-2 мм, прирост снега 1-2 см, температура -3…-1 градус, ветер юго-западный 5-10 м/сек, местами порывы 12-15 м/сек.",2576778169
777201,09.03.2023,трехчасовой прогноз,09.03.2023,09.03.2023,,,снег,,-2,0,,,,"Днем временами снег 2-4 мм, прирост снега 2-4 см, температура -2…0 градусов, ветер юго-западный 5-10 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -8…-6 градусов, ветер западный 5-10 м/сек.",2577487529
777398,10.03.2023,трехчасовой прогноз,10.03.2023,10.03.2023,,,снег,,-3,-1,,,,"Днем без существенных осадков 0-0,2 мм, температура -3…-1 градус, ветер северо-западный 5-10 м/сек. Ночью в конце местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -12…-10 градусов, ветер юго-восточный 3-8 м/сек.",2577530221
777593,11.03.2023,трехчасовой прогноз,11.03.2023,11.03.2023,,,снег,,-2,0,,,,"Днем временами снег, мокрый снег 1-3 мм, прирост снега 1-3 см, местами гололед, температура -2…0 градусов, ветер юго-восточный 5-10 м/сек, местами порывы 12-15 м/сек. Ночью временами осадки, преимущественно в виде дождя 5-10 мм, температура -2…0 градусов, ветер юго-восточный 5-10 м/сек, местами порывы 12-15 м/сек.",2577638305
777789,12.03.2023,трехчасовой прогноз,12.03.2023,12.03.2023,,,снег,,-2,3,,,,"Днем временами осадки (дождь, снег) 3-7 мм, прирост снега 1-2 см, вечером гололедица, температура 3…5 градусов, понижение к вечеру до -2 градусов, ветер юго-западный, западный 5-10 м/сек, местами порывы 12-15 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см, температура -6…-4 градуса, ветер юго-западный 5-10 м/сек.",2577681978
777985,13.03.2023,трехчасовой прогноз,13.03.2023,13.03.2023,,,снег,,-3,-1,,,,"Днем местами слабый снег 0-0,5 мм, температура -3…-1 градус, ветер юго-западный 5-10 м/сек, местами порывы 12-14 м/сек. Во второй половине ночи снег 1-2 мм, прирост снега 1-2 см, температура -6…-4 градуса, ветер юго-западный 5-10 м/сек, местами порывы 12-14 м/сек.",2577739436
778169,14.03.2023,трехчасовой прогноз,14.03.2023,14.03.2023,,,снег,,3,5,,,,"Днем временами осадки (снег, дождь) 1-3 мм, температура 3…5 градусов, ветер юго-западный 5-10 м/сек, местами порывы 12-17 м/сек. Ночью без осадков, температура 1…3 градуса, ветер южный 5-10 м/сек.",2577866444
778170,14.03.2023,трехчасовой прогноз,14.03.2023,14.03.2023,,,снег,,3,5,,,,"Днем временами осадки (снег, дождь) 1-3 мм, температура 3…5 градусов, ветер юго-западный 5-10 м/сек, местами порывы 12-17 м/сек. Ночью без осадков, температура 1…3 градуса, ветер южный 5-10 м/сек.",2577866445
778366,15.03.2023,трехчасовой прогноз,15.03.2023,15.03.2023,,,снег,,6,8,,,,"Днем без осадков, температура 6…8 градусов, ветер южный 5-10 м/сек. Ночью местами небольшой дождь 0-1 мм, температура 1…3 градуса, ветер юго-восточный 5-10 м/сек.",2577958394
778561,16.03.2023,трехчасовой прогноз,16.03.2023,16.03.2023,,,снег,,3,5,,,,"Днем временами осадки преимущественно в виде дождя 1-3 мм, температура 3…5 градусов, ветер юго-восточный 5-10 м/сек. Ночью временами осадки (дождь, снег) 1-3 мм, температура -1…+1 градус, ветер северный 5-10 м/сек.",2578073568
778757,17.03.2023,трехчасовой прогноз,17.03.2023,17.03.2023,,,снег,,-2,3,,,,"Днем без существенных осадков 0-0,2 мм, вечером местами гололедица, температура 1…3 градуса, понижение к вечеру до – 2 градусов, ветер северный 5-10 м/сек. Ночью без осадков, температура -7…-5 градусов, ветер северо-восточный 3-8 м/сек.",2580361384
778943,18.03.2023,трехчасовой прогноз,18.03.2023,18.03.2023,,,снег,,2,4,,,,"Днем без осадков, температура 2…4 градуса, ветер восточный 3-8 м/сек. Ночью без осадков, температура -7…-5 градусов, ветер юго-восточный 3-8 м/сек.",2580361383
779128,19.03.2023,трехчасовой прогноз,19.03.2023,19.03.2023,,,снег,,3,5,,,,"Днем без осадков, температура 3…5 градусов, ветер юго-восточный 3-8 м/сек. Ночью без осадков, температура -6…-4 градуса, ветер слабый менее 5 м/сек.",2580361381
779313,20.03.2023,трехчасовой прогноз,20.03.2023,20.03.2023,,,снег,,5,7,,,,"Днем без осадков, температура 5…7 градусов, ветер южный 2-7 м/сек. Ночью без осадков, температура -3…-1 градус, ветер юго-западный 3-8 м/сек.",2580361377
